source,unit_id,unit_type,year,unit_date,unit_label,unit_url,n_items_total
eLife,elife_1998_v98_i98,journal_issue,1998,1998-01-01,"vol. 98, issue 98",https://doi.org/10.7554/elife.61714,1
eLife,elife_1999_v6,journal_volume_or_batch,1999,1999-01-01,vol. 6,https://researchspace.ukzn.ac.za/xmlui/handle/10413/5757,1
eLife,elife_2000_v10,journal_volume_or_batch,2000,2000-01-01,vol. 10,http://bazekon.icm.edu.pl/bazekon/element/bwmeta1.element.ekon-element-000000006311,1
eLife,elife_2000_v13,journal_volume_or_batch,2000,2000-01-01,vol. 13,http://mazur.net/works/nokia_gemba_research_in_japanese_cellular_market.pdf,1
eLife,elife_2000_v4,journal_volume_or_batch,2000,2000-01-01,vol. 4,https://pub.uni-bielefeld.de/publication/1884249,1
eLife,elife_2000_v8,journal_volume_or_batch,2000,2000-01-01,vol. 8,https://espace.library.uq.edu.au/view/UQ:105766,1
eLife,elife_2000_v8_i8,journal_issue,2000,2000-01-01,"vol. 8, issue 8",https://dialnet.unirioja.es/servlet/articulo?codigo=2620090,1
eLife,elife_2001_v10,journal_volume_or_batch,2001,2001-04-01,vol. 10,https://eprints.lancs.ac.uk/id/eprint/13928,2
eLife,elife_2002_v10,journal_volume_or_batch,2002,2002-01-01,vol. 10,http://repository.petra.ac.id/7237/,1
eLife,elife_2002_v13,journal_volume_or_batch,2002,2002-01-01,vol. 13,http://www3.stat.sinica.edu.tw/statistica/oldpdf/A12n412.pdf,2
eLife,elife_2003_v10,journal_volume_or_batch,2003,2003-01-01,vol. 10,https://dialnet.unirioja.es/servlet/libro?codigo=384977,2
eLife,elife_2003_v3,journal_volume_or_batch,2003,2003-01-01,vol. 3,http://ci.nii.ac.jp/ncid/BA62687315,1
eLife,elife_2003_v4,journal_volume_or_batch,2003,2003-01-01,vol. 4,http://www.theses.fr/2003DIJOS040,1
eLife,elife_2003_v58,journal_volume_or_batch,2003,2003-01-01,vol. 58,https://art.torvergata.it/handle/2108/20618,1
eLife,elife_2003_v9,journal_volume_or_batch,2003,2003-01-01,vol. 9,https://scholarworks.iu.edu/dspace/handle/2022/3545,1
eLife,elife_2004_v10,journal_volume_or_batch,2004,2004-01-01,vol. 10,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1730&context=greatplainsresearch,1
eLife,elife_2004_v5,journal_volume_or_batch,2004,2004-09-03,vol. 5,https://pure.ulster.ac.uk/en/publications/models-of-human-rights-education-implications-for-practice-in-nor-3,1
eLife,elife_2004_v9,journal_volume_or_batch,2004,2004-01-01,vol. 9,https://bibliographie.uni-tuebingen.de/xmlui/handle/10900/44567,1
eLife,elife_2005_v10,journal_volume_or_batch,2005,2005-01-01,vol. 10,http://summit.sfu.ca/system/files/iritems1/8784/etd1716.pdf,3
eLife,elife_2005_v10_i6,journal_issue,2005,2005-01-01,"vol. 10, issue 6",http://www.cqvip.com/qk/82482X/200506/20371861.html,1
eLife,elife_2005_v11,journal_volume_or_batch,2005,2005-01-01,vol. 11,https://digitalcommons.utep.edu/dissertations/AAI1430931/,1
eLife,elife_2005_v12,journal_volume_or_batch,2005,2005-01-01,vol. 12,http://www.theses.fr/2005PA112155,2
eLife,elife_2005_v4,journal_volume_or_batch,2005,2005-05-09,vol. 4,http://lists.skills-1st.co.uk/mharc/html/nv-l/2005-05/msg00052.html,1
eLife,elife_2006_v10,journal_volume_or_batch,2006,2006-01-01,vol. 10,http://uu.diva-portal.org/smash/get/diva2:167883/FULLTEXT01,2
eLife,elife_2006_v11,journal_volume_or_batch,2006,2006-06-01,vol. 11,http://psasir.upm.edu.my/id/eprint/6390/,1
eLife,elife_2006_v12,journal_volume_or_batch,2006,2006-01-01,vol. 12,https://repository.ipb.ac.id/bitstream/123456789/46181/1/G06gam.pdf,1
eLife,elife_2006_v13,journal_volume_or_batch,2006,2006-12-18,vol. 13,http://www.em-consulte.com/en/article/55622/iconosup,1
