paper_id,field,source,inventory_id,era_band,source_block_sequence,seed,unit_id,unit_year,title,doi,eligible_units,eligible_papers_in_selected_unit,selection_probability,design_weight,pdf_url,pdf_path,text_path,pdf_sha256,text_sha256,text_chars,openalex_cited_by_count
P0164,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,15,202606201013,frontiers_computational_neuroscience_2009_v3,2009,Statistical physics of pairwise probability models,10.3389/neuro.10.022.2009,16,23,0.00271739130434783,368,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/neuro.10.022.2009/pdf,corpus/pdfs/computational_neuroscience/P0164.pdf,corpus/text/computational_neuroscience/P0164.txt,cb1e5539df6929771f1d9c57a653d4d438992054e00418c26806eeccf27ca97c,74b96420a1fd0195888b3951c4411db25de227ab440fcf095340d2790a0aa2e9,83924,143
P0165,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,16,202606201013,frontiers_computational_neuroscience_2009_v3,2009,Equilibrium and response properties of the integrate-and-fire neuron in discrete time,10.3389/neuro.10.029.2009,16,23,0.00271739130434783,368,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/neuro.10.029.2009/pdf,corpus/pdfs/computational_neuroscience/P0165.pdf,corpus/text/computational_neuroscience/P0165.txt,153ff8c165cbaecce24abcb995be657da33eb9ee6fff262ff8b380c8c3db2d1a,86b80f2b042aedc2426635742c67e650d4766ef8a11a8cb507fcf04ea192a047,84002,14
P0166,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,17,202606201013,frontiers_computational_neuroscience_2010_v1,2010,Error-based analysis of optimal tuning functions explains phenomena observed in sensory neurons,10.3389/fncom.2010.00130,16,2,0.03125,32,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2010.00130/pdf,corpus/pdfs/computational_neuroscience/P0166.pdf,corpus/text/computational_neuroscience/P0166.txt,9fe6f35e0d7c23740d7830a3be37c74e4cc68639059aa66119c8d09ddd4c6ccd,7b0b9991afcec2fab036858a0ebc81ce308a9e387d17ac64bdbfd1e11caaad28,89683,33
P0167,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,18,202606201013,frontiers_computational_neuroscience_2013_v6,2013,An electrophysiological validation of stochastic DCM for fMRI,10.3389/fncom.2012.00103,16,4,0.015625,64,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2012.00103/pdf,corpus/pdfs/computational_neuroscience/P0167.pdf,corpus/text/computational_neuroscience/P0167.txt,7abd0c2318c7ffcf1e73af2dd0915e5f732e6c40e9883b0145541a6067c7cbd1,f5a94b0f89eb5bbc8821f2e334124e80452519a964fabe71f6790576cb7f9a2a,93790,21
P0168,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,19,202606201013,frontiers_computational_neuroscience_2009_v3,2009,Neural representations that support invariant object recognition,10.3389/neuro.10.003.2009,16,23,0.00271739130434783,368,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/neuro.10.003.2009/pdf,corpus/pdfs/computational_neuroscience/P0168.pdf,corpus/text/computational_neuroscience/P0168.txt,6be434f568e89d6aeea1aacc97f53a7980758c249c4aeaf25966ae1828d39bea,71eb1135195ce44ec4292a868e4c0ed83cec711d83896bae4019dfeb265f6099,85715,19
P0169,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,20,202606201013,frontiers_computational_neuroscience_2014_v7,2014,Phase synchrony facilitates binding and segmentation of natural images in a coupled neural oscillator network,10.3389/fncom.2013.00195,16,7,0.00892857142857143,112,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2013.00195/pdf,corpus/pdfs/computational_neuroscience/P0169.pdf,corpus/text/computational_neuroscience/P0169.txt,6f41f3e820b0e14fc2e0deef0770e50feb9cd1966df67dc04cf84ac9f60afbf1,3a4f6e4a8f7c60045f16ea7ea0deef5c0ecdf9bce8c69acfbb31cb0bf124e472,113151,14
P0170,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,21,202606201013,frontiers_computational_neuroscience_2013_v6,2013,Learned graphical models for probabilistic planning provide a new class of movement primitives,10.3389/fncom.2012.00097,16,4,0.015625,64,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2012.00097/pdf,corpus/pdfs/computational_neuroscience/P0170.pdf,corpus/text/computational_neuroscience/P0170.txt,574a0de7480d2627191ae57845b5468801f1a7b75e4cf44024de5cf1ea1b0c4c,5c6e10df3a2f6314737ad8c7a36bd766044c2937abeada1a26ff65f4752a8deb,92212,40
P0171,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,22,202606201013,frontiers_computational_neuroscience_2009_v3,2009,A framework for modeling the growth and development of neurons and networks,10.3389/neuro.10.025.2009,16,23,0.00271739130434783,368,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/neuro.10.025.2009/pdf,corpus/pdfs/computational_neuroscience/P0171.pdf,corpus/text/computational_neuroscience/P0171.txt,2d8ef4cb6b609f8345708510e48648f52ebe65f438bdc95c8fed869bd9553294,8c49b19cb708daf95eeb181d4dc92475d2442ac26d2578be8e9efbc01d7bc8f4,87162,135
P0172,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,23,202606201013,frontiers_computational_neuroscience_2009_v3,2009,Neurophysiological bases of exponential sensory decay and top-down memory retrieval: a model,10.3389/neuro.10.004.2009,16,23,0.00271739130434783,368,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/neuro.10.004.2009/pdf,corpus/pdfs/computational_neuroscience/P0172.pdf,corpus/text/computational_neuroscience/P0172.txt,4cf646d802322347e6a93b511dc76289345fc2202a82675dfbd4bea7cf7486c3,97e2450053cff88396316c45b9580d0605c561d49a847456977a8a85fffbd7e5,91139,54
P0173,Computational neuroscience,Frontiers in Computational Neuroscience,frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620,2005-2014_completed_years_2007-2014,24,202606201013,frontiers_computational_neuroscience_2014_v8,2014,Saccade learning with concurrent cortical and subcortical basal ganglia loops,10.3389/fncom.2014.00048,16,146,0.000428082191780822,2336,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2014.00048/pdf,corpus/pdfs/computational_neuroscience/P0173.pdf,corpus/text/computational_neuroscience/P0173.txt,e52a608d02a65b129638f4a61bd76e70c02bf79d18a448dd552f8bded5a60eef,886abf1a57bf06458e3a3492ed59d7c11285d523eeadbe6f8ce520777b9e82e8,75853,13
